2020-50-17 00:50:17 [Thread-75] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Closing JPA EntityManagerFactory for persistence unit 'default'
2020-14-17 04:14:40 [cluster-ClusterId{value='5fb3beb02214da11e9153e2d', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster -Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=797800}
2020-14-17 04:14:40 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
2020-14-17 04:14:40 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-14-17 04:14:40 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-14-17 04:14:40 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain -Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@79eaf1fb, org.springframework.security.web.context.SecurityContextPersistenceFilter@2a23e80e, org.springframework.security.web.header.HeaderWriterFilter@3f678581, org.springframework.security.web.authentication.logout.LogoutFilter@6416fe29, com.webwork.eventmanagementengine.filter.JwtFilter@509dfe2b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@32f000cd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3138d09f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@27c3c91d, org.springframework.security.web.session.SessionManagementFilter@5d17a1ee, org.springframework.security.web.access.ExceptionTranslationFilter@6d3ebeb1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5f1f13d3]
2020-14-17 04:14:40 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
2020-14-17 04:14:40 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
2020-14-17 04:14:40 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
2020-14-17 04:14:40 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Started EventManagementEngineApplication in 2.172 seconds (JVM running for 437.269)
2020-14-17 04:14:40 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener -Condition evaluation unchanged
2020-15-17 04:15:05 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-15-17 04:15:05 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -Initializing Servlet 'dispatcherServlet'
2020-15-17 04:15:05 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -Completed initialization in 16 ms
2020-17-17 04:17:16 [Thread-10] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Closing JPA EntityManagerFactory for persistence unit 'default'
2020-17-17 04:17:16 [Thread-10] INFO  o.s.s.c.ThreadPoolTaskExecutor -Shutting down ExecutorService 'applicationTaskExecutor'
2020-17-17 04:17:16 [Thread-10] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-2 - Shutdown initiated...
2020-17-17 04:17:16 [Thread-10] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-2 - Shutdown completed.
2020-17-17 04:17:17 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Starting EventManagementEngineApplication on DESKTOP-I4P0PDK with PID 3480 (C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine\target\classes started by Sunil Bombe in C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine)
2020-17-17 04:17:17 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -No active profile set, falling back to default profiles: default
2020-17-17 04:17:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-17-17 04:17:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-17-17 04:17:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.VenueRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2020-17-17 04:17:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 60ms. Found 3 JPA repository interfaces.
2020-17-17 04:17:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-17-17 04:17:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2020-17-17 04:17:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.EventRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-17-17 04:17:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserDetailsRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-17-17 04:17:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-17-17 04:17:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 36ms. Found 1 MongoDB repository interfaces.
2020-17-17 04:17:18 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
2020-17-17 04:17:18 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
2020-17-17 04:17:18 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
2020-17-17 04:17:18 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
2020-17-17 04:17:18 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 1206 ms
2020-17-17 04:17:18 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
2020-17-17 04:17:18 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-3 - Starting...
2020-17-17 04:17:18 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-3 - Start completed.
2020-17-17 04:17:18 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
2020-17-17 04:17:18 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2020-17-17 04:17:18 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-17-17 04:17:18 [restartedMain] INFO  org.mongodb.driver.cluster -Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2020-17-17 04:17:18 [cluster-ClusterId{value='5fb3bf4e2214da11e9153e2e', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection -Opened connection [connectionId{localValue:3, serverValue:190}] to localhost:27017
2020-17-17 04:17:18 [cluster-ClusterId{value='5fb3bf4e2214da11e9153e2e', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster -Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=747200}
2020-17-17 04:17:18 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-17-17 04:17:18 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-17-17 04:17:18 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
2020-17-17 04:17:18 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain -Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2a83f7e6, org.springframework.security.web.context.SecurityContextPersistenceFilter@76b7f1ef, org.springframework.security.web.header.HeaderWriterFilter@170108a4, org.springframework.security.web.authentication.logout.LogoutFilter@780155e0, com.webwork.eventmanagementengine.filter.JwtFilter@2eaeb3f8, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5b15233d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@44ce44d3, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5d07dee4, org.springframework.security.web.session.SessionManagementFilter@4fa74d87, org.springframework.security.web.access.ExceptionTranslationFilter@2d5eb57, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@26344209]
2020-17-17 04:17:18 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
2020-17-17 04:17:18 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
2020-17-17 04:17:19 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
2020-17-17 04:17:19 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Started EventManagementEngineApplication in 2.169 seconds (JVM running for 595.504)
2020-17-17 04:17:19 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener -Condition evaluation unchanged
2020-17-17 04:17:26 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-17-17 04:17:26 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -Initializing Servlet 'dispatcherServlet'
2020-17-17 04:17:26 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -Completed initialization in 7 ms
2020-54-17 04:54:25 [Thread-15] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Closing JPA EntityManagerFactory for persistence unit 'default'
2020-54-17 04:54:25 [Thread-15] INFO  o.s.s.c.ThreadPoolTaskExecutor -Shutting down ExecutorService 'applicationTaskExecutor'
2020-54-17 04:54:25 [Thread-15] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-3 - Shutdown initiated...
2020-54-17 04:54:25 [Thread-15] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-3 - Shutdown completed.
2020-54-17 04:54:26 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Starting EventManagementEngineApplication on DESKTOP-I4P0PDK with PID 3480 (C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine\target\classes started by Sunil Bombe in C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine)
2020-54-17 04:54:26 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -No active profile set, falling back to default profiles: default
2020-54-17 04:54:27 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-54-17 04:54:27 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-54-17 04:54:27 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.VenueRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2020-54-17 04:54:27 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 60ms. Found 3 JPA repository interfaces.
2020-54-17 04:54:27 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-54-17 04:54:27 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2020-54-17 04:54:27 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.EventRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-54-17 04:54:27 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserDetailsRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-54-17 04:54:27 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-54-17 04:54:27 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 25ms. Found 1 MongoDB repository interfaces.
2020-54-17 04:54:27 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
2020-54-17 04:54:27 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
2020-54-17 04:54:27 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
2020-54-17 04:54:28 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
2020-54-17 04:54:28 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 1422 ms
2020-54-17 04:54:28 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
2020-54-17 04:54:28 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-4 - Starting...
2020-54-17 04:54:28 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-4 - Start completed.
2020-54-17 04:54:28 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
2020-54-17 04:54:28 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2020-54-17 04:54:28 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-54-17 04:54:28 [restartedMain] INFO  org.mongodb.driver.cluster -Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2020-54-17 04:54:28 [cluster-ClusterId{value='5fb3c8042214da11e9153e2f', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection -Opened connection [connectionId{localValue:4, serverValue:191}] to localhost:27017
2020-54-17 04:54:28 [cluster-ClusterId{value='5fb3c8042214da11e9153e2f', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster -Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=898400}
2020-54-17 04:54:28 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-54-17 04:54:28 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-54-17 04:54:28 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
2020-54-17 04:54:28 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain -Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@67d69b67, org.springframework.security.web.context.SecurityContextPersistenceFilter@416a5cdf, org.springframework.security.web.header.HeaderWriterFilter@6297622d, org.springframework.security.web.authentication.logout.LogoutFilter@55a97ba9, com.webwork.eventmanagementengine.filter.JwtFilter@281705e0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2a9d20af, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7342b9db, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4ac0090e, org.springframework.security.web.session.SessionManagementFilter@7a29ed0a, org.springframework.security.web.access.ExceptionTranslationFilter@2519d0a5, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3d73397a]
2020-54-17 04:54:28 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
2020-54-17 04:54:28 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
2020-54-17 04:54:29 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
2020-54-17 04:54:29 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Started EventManagementEngineApplication in 2.715 seconds (JVM running for 2825.584)
2020-54-17 04:54:29 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener -Condition evaluation unchanged
2020-55-17 04:55:10 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-55-17 04:55:10 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -Initializing Servlet 'dispatcherServlet'
2020-55-17 04:55:10 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -Completed initialization in 9 ms
2020-18-17 05:18:43 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=6m45s209ms945µs700ns).
2020-59-17 06:59:13 [HikariPool-4 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -HikariPool-4 - Thread starvation or clock leap detected (housekeeper delta=1h16m30s400ms617µs200ns).
2020-03-17 07:03:52 [Thread-20] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Closing JPA EntityManagerFactory for persistence unit 'default'
2020-03-17 07:03:52 [Thread-20] INFO  o.s.s.c.ThreadPoolTaskExecutor -Shutting down ExecutorService 'applicationTaskExecutor'
2020-03-17 07:03:52 [Thread-20] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-4 - Shutdown initiated...
2020-03-17 07:03:52 [Thread-20] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-4 - Shutdown completed.
2020-03-17 07:03:53 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Starting EventManagementEngineApplication on DESKTOP-I4P0PDK with PID 3480 (C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine\target\classes started by Sunil Bombe in C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine)
2020-03-17 07:03:53 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -No active profile set, falling back to default profiles: default
2020-03-17 07:03:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-03-17 07:03:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-03-17 07:03:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.VenueRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2020-03-17 07:03:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 45ms. Found 3 JPA repository interfaces.
2020-03-17 07:03:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-03-17 07:03:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2020-03-17 07:03:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.EventRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-03-17 07:03:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserDetailsRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-03-17 07:03:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-03-17 07:03:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 24ms. Found 1 MongoDB repository interfaces.
2020-03-17 07:03:54 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
2020-03-17 07:03:54 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
2020-03-17 07:03:54 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
2020-03-17 07:03:54 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
2020-03-17 07:03:54 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 972 ms
2020-03-17 07:03:54 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
2020-03-17 07:03:54 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-5 - Starting...
2020-03-17 07:03:54 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-5 - Start completed.
2020-03-17 07:03:54 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
2020-03-17 07:03:54 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2020-03-17 07:03:54 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-03-17 07:03:54 [restartedMain] INFO  org.mongodb.driver.cluster -Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2020-03-17 07:03:54 [cluster-ClusterId{value='5fb3e65a2214da11e9153e30', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection -Opened connection [connectionId{localValue:5, serverValue:192}] to localhost:27017
2020-03-17 07:03:54 [cluster-ClusterId{value='5fb3e65a2214da11e9153e30', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster -Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=506100}
2020-03-17 07:03:54 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-03-17 07:03:54 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-03-17 07:03:54 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
2020-03-17 07:03:55 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain -Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@49557824, org.springframework.security.web.context.SecurityContextPersistenceFilter@779ab530, org.springframework.security.web.header.HeaderWriterFilter@64fa0eab, org.springframework.security.web.authentication.logout.LogoutFilter@742c36ef, com.webwork.eventmanagementengine.filter.JwtFilter@13155f70, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4873a291, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7c486262, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4a650ff, org.springframework.security.web.session.SessionManagementFilter@419d685e, org.springframework.security.web.access.ExceptionTranslationFilter@6a6ab78d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@405df57d]
2020-03-17 07:03:55 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
2020-03-17 07:03:55 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
2020-03-17 07:03:55 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
